"total_male","total_male_under_5_years","total_male_5_to_9_years","total_male_10_to_14_years","total_male_15_to_17_years","total_male_18_and_19_years","total_male_20_years","total_male_21_years","total_male_22_to_24_years","total_male_25_to_29_years","total_male_30_to_34_years","total_male_35_to_39_years","total_male_40_to_44_years","total_male_45_to_49_years","total_male_50_to_54_years","total_male_55_to_59_years","total_male_60_and_61_years","total_male_62_to_64_years","total_male_65_and_66_years","total_male_67_to_69_years","total_male_70_to_74_years","total_male_75_to_79_years","total_male_80_to_84_years","total_male_85_years_and_over","total_female","total_female_under_5_years","total_female_5_to_9_years","total_female_10_to_14_years","total_female_15_to_17_years","total_female_18_and_19_years","total_female_20_years","total_female_21_years","total_female_22_to_24_years","total_female_25_to_29_years","total_female_30_to_34_years","total_female_35_to_39_years","total_female_40_to_44_years","total_female_45_to_49_years","total_female_50_to_54_years","total_female_55_to_59_years","total_female_60_and_61_years","total_female_62_to_64_years","total_female_65_and_66_years","total_female_67_to_69_years","total_female_70_to_74_years","total_female_75_to_79_years","total_female_80_to_84_years","total_female_85_years_and_over","pct_total_male","pct_total_male_under_5_years","pct_total_male_5_to_9_years","pct_total_male_10_to_14_years","pct_total_male_15_to_17_years","pct_total_male_18_and_19_years","pct_total_male_20_years","pct_total_male_21_years","pct_total_male_22_to_24_years","pct_total_male_25_to_29_years","pct_total_male_30_to_34_years","pct_total_male_35_to_39_years","pct_total_male_40_to_44_years","pct_total_male_45_to_49_years","pct_total_male_50_to_54_years","pct_total_male_55_to_59_years","pct_total_male_60_and_61_years","pct_total_male_62_to_64_years","pct_total_male_65_and_66_years","pct_total_male_67_to_69_years","pct_total_male_70_to_74_years","pct_total_male_75_to_79_years","pct_total_male_80_to_84_years","pct_total_male_85_years_and_over","pct_total_female","pct_total_female_under_5_years","pct_total_female_5_to_9_years","pct_total_female_10_to_14_years","pct_total_female_15_to_17_years","pct_total_female_18_and_19_years","pct_total_female_20_years","pct_total_female_21_years","pct_total_female_22_to_24_years","pct_total_female_25_to_29_years","pct_total_female_30_to_34_years","pct_total_female_35_to_39_years","pct_total_female_40_to_44_years","pct_total_female_45_to_49_years","pct_total_female_50_to_54_years","pct_total_female_55_to_59_years","pct_total_female_60_and_61_years","pct_total_female_62_to_64_years","pct_total_female_65_and_66_years","pct_total_female_67_to_69_years","pct_total_female_70_to_74_years","pct_total_female_75_to_79_years","pct_total_female_80_to_84_years","pct_total_female_85_years_and_over"
1280.32705314298,33.1863652837115,28.7156148133123,33.715610130646,38.8333024309121,25.0576508949514,7.71561481331234,17.4312272852915,61.024405244481,132.391497613658,119.484761256112,131.107093696305,136.85183957729,120.484733160114,100.651470531866,70.9801234575176,24.4312226026252,38.0734175373022,24.4754926829228,20.715610130646,37,36,21,21,1187.56232888334,37.9019754143575,33.3578074066562,25.0734198786354,21.4312272852915,23.1468397572707,15,20.342036081639,51.0576462122851,103.205523878936,73.4888688149103,66.2305988971392,76.652517806578,78.1722805697984,90.0861332608997,82.9842239923166,35.3578074066562,48.3578074066562,23,28,58.3578074066562,68.3578074066562,56,72,100,2.5920224994266,2.24283434008682,2.63335919114418,3.03307677015675,1.95712890963596,0.60262842953852,1.361466762926,4.7663138176044,10.3404436615364,9.3323624587013,10.2401252378805,10.6888188640038,9.41046530762161,7.86138747008305,5.54390562030802,1.90820170070224,2.97372592759316,1.91165941724341,1.61799362747142,2.88988660429939,2.81178156093994,1.6402059105483,1.6402059105483,100,3.191577780174,2.80893108473914,2.11133506585813,1.8046402082696,1.94910525488255,1.26309159824095,1.71292365772217,4.29936559711308,8.69053534023596,6.18821151762297,5.57702086756286,6.45461008170024,6.58258338686978,7.58580253599047,6.98777840741601,2.97734329783794,4.07202268298009,1.93674045063612,2.35777098338311,4.91408374847406,5.75614481396803,4.71554196676621,6.06283967155656
8.70410921259055,0.548036505977924,0.193424649168679,0.161187207640566,0.161187207640566,0.0967123245843395,0.0322374415281132,0.128949766112453,0.741461155146603,1.06383557042773,0.548036505977924,0.773698596674716,0.580273947506037,0.580273947506037,0.676986272090376,0.676986272090376,0.193424649168679,0.322374415281132,0.290136973753018,0.225662090696792,0.354611856809245,0.322374415281132,0,0.0322374415281132,8.70410921259055,0.354611856809245,0.322374415281132,0.257899532224905,0.193424649168679,0.128949766112453,0.322374415281132,0.0322374415281132,0.709223713618489,0.644748830562263,0.386849298337358,0.580273947506037,0.548036505977924,0.644748830562263,0.870410921259055,0.676986272090376,0.257899532224905,0.225662090696792,0.193424649168679,0.386849298337358,0.483561622921697,0.257899532224905,0.161187207640566,0.0644748830562263,100,6.2962962962963,2.22222222222222,1.85185185185185,1.85185185185185,1.11111111111111,0.37037037037037,1.48148148148148,8.51851851851852,12.2222222222222,6.2962962962963,8.88888888888889,6.66666666666667,6.66666666666667,7.77777777777778,7.77777777777778,2.22222222222222,3.7037037037037,3.33333333333333,2.59259259259259,4.07407407407407,3.7037037037037,0,0.37037037037037,100,4.07407407407407,3.7037037037037,2.96296296296296,2.22222222222222,1.48148148148148,3.7037037037037,0.37037037037037,8.14814814814815,7.40740740740741,4.44444444444444,6.66666666666667,6.2962962962963,7.40740740740741,10,7.77777777777778,2.96296296296296,2.59259259259259,2.22222222222222,4.44444444444444,5.55555555555556,2.96296296296296,1.85185185185185,0.740740740740741
1081.36053779911,75.0821015791846,79.2721755151824,89.6145112454103,51.9295949771932,23.0577575913212,12.3441290894317,19.289154181611,60.426384621511,106.916618382617,92.6204681320776,86.777374407071,105.15038740517,92.1897892606993,51.0627652325224,43.4618882420058,8.38068960546071,9.97153500054821,9.17289641087816,6.28533295091693,24.8915746586116,20.1173763679696,8.05857127043241,5.28746167128239,1071.12088239651,56.3561791067462,72.6941299566619,66.185425807568,42.3487647641599,32.0530416502032,11.6879473961505,18.141408786414,50.6342412995684,87.7705193888121,101.854606207133,102.018596383388,93.8358086428257,105.253748439093,56.8423029519426,38.378013184451,12.768123201799,17.9498916511974,6.85696342604942,11.8954482853372,19.6743188971879,30.9980938021103,20.4682837776171,14.4550253900992,100,6.94329957074253,7.33078124679165,8.28720006999725,4.80224616693387,2.13229138528123,1.14153685638979,1.78378565772986,5.58799609466948,9.88723137615363,8.56517922510728,8.02483273374196,9.72389723220179,8.52535172481262,4.72208513697479,4.01918571307066,0.77501344949372,0.922128619640889,0.848273641420995,0.581243048105812,2.30187562690917,1.86037641145241,0.745225203689605,0.488963808689001,100,5.2614210060638,6.78673445279275,6.17908089509798,3.95368678364381,2.9924765894292,1.09118845391195,1.69368453967816,4.72722006747547,8.19426834368454,9.50916071949273,9.52447086598968,8.76052462284914,9.82650512831,5.30680559833399,3.58297684371389,1.19203382285217,1.67580447232403,0.640167093998552,1.11056076684103,1.83679724861388,2.89398650624339,1.91092192431367,1.3495232543462
736.599999306309,36.7169585882103,49.3678391331541,45.9349073338122,24.1564236034339,17.3971062381222,1.38849660837978,4.89258046415985,20.4144665949311,69.1443380983458,68.0111793970867,103.102704423563,80.309390101944,60.731615528721,46.436031028395,33.3911182642811,9.81714338696421,13.1766448347302,6.53926389071173,5.02497517056907,16.5284255866175,13.7670912739439,4.16837718777233,6.1829225684598,777.454599420185,47.1570505549331,34.9680229224539,52.3116875587507,23.865055783562,9.15006932656176,6.11386874173074,6.62394384512563,24.51879421994,64.454569251381,81.0917283056615,71.001648459525,77.5895665959085,68.0823662099988,50.3165216296977,37.1227574271665,8.78238641422555,14.0253155038695,5.02525454433916,13.6074178589629,15.4810604368573,31.7788536239453,14.0267705775167,20.3598896280716,100,4.98465362785614,6.70212315770379,6.23607213916255,3.27944931118424,2.36181187272684,0.188500761564946,0.664211304475621,2.77144537254362,9.38695875148823,9.2331223813652,13.9971089493157,10.9027138443626,8.24485685391187,6.30410413686207,4.53314122939548,1.33276451211098,1.78884670745849,0.887763222491185,0.682185063168794,2.24388074968545,1.86900506202947,0.565894269847663,0.83938671928897,100,6.06556969244277,4.49775754732592,6.7285842282963,3.06963979650519,1.17692651550145,0.786395597413712,0.852003943389836,3.1537268206048,8.29046085770801,10.4304133471123,9.13257809684027,9.97994823797734,8.75708578491577,6.4719562617834,4.77491000179974,1.12963334717877,1.80400444145927,0.646372733287182,1.75025240947975,1.99124945024479,4.08755104769404,1.804191600124,2.61878824091539
591.233288653283,23.4028294394484,31.7312442851402,38.5767597834868,16.50731459767,10,5.39077940867635,5.4612290133767,16.9920522181953,46.3271335264308,41.4988016194401,58.3306760067454,57.8050551597603,61.9727109303919,42.0634482819547,23.2379589571752,11.7196886267133,9.16395166171015,11.5773242860529,8.75536479604406,19.8997515960427,21.0773689062236,17.2955441675309,12.4463013850733,470.312527782034,32.7644116197265,16.4561831369528,18.7450164468051,10.9284281478517,8.49431057073871,4.14855804829727,3,17.9427394377447,39.0575049816767,31.1901422805328,35.2779706031186,45.6188387561434,58.4226484155154,34.8545973949437,23.786153287686,8.35764210747627,15.7435218441061,8.27484300855028,11.9428916812396,16.8530250342179,6.81157241827145,14.8114785870549,6.83004997338416,100,3.95830713334081,5.36695833846195,6.52479495384256,2.79201373036192,1.69137972978113,0.911785501955669,0.923701205291796,2.8740012689238,7.8356774585469,7.01902318693293,9.86593230222398,9.77702985760989,10.4819387067251,7.11452637887951,3.9304212741652,1.98224437825693,1.54997220853107,1.95816516225327,1.48086465428682,3.36580364772263,3.56498345251057,2.9253332820496,2.10514218734599,100,6.96651900263884,3.4989888988412,3.98565110208853,2.32365235929172,1.80609915087684,0.882085380090049,0.637873716472709,3.81506729628521,8.30458528627114,6.63179065793202,7.5009634060754,9.69968607285014,12.4220906236611,7.41094385882423,5.05752066606861,1.77704007734823,3.34745959635641,1.75943495436406,2.53935223404776,3.58336723746138,1.44830767115527,3.14928429759356,1.45223645340563
36.8170039833483,2.31810765821082,0.818155644074406,0.681796370062005,0.681796370062005,0.409077822037203,0.136359274012401,0.545437096049604,3.13626330228522,4.49985604240923,2.31810765821082,3.27262257629763,2.45446693222322,2.45446693222322,2.86354475426042,2.86354475426042,0.818155644074406,1.36359274012401,1.22723346611161,0.954514918086807,1.49995201413641,1.36359274012401,0,0.136359274012401,36.8170039833483,1.49995201413641,1.36359274012401,1.09087419209921,0.818155644074406,0.545437096049604,1.36359274012401,0.136359274012401,2.99990402827282,2.72718548024802,1.63631128814881,2.45446693222322,2.31810765821082,2.72718548024802,3.68170039833483,2.86354475426042,1.09087419209921,0.954514918086807,0.818155644074406,1.63631128814881,2.04538911018602,1.09087419209921,0.681796370062005,0.272718548024802,100,6.2962962962963,2.22222222222222,1.85185185185185,1.85185185185185,1.11111111111111,0.37037037037037,1.48148148148148,8.51851851851852,12.2222222222222,6.2962962962963,8.88888888888889,6.66666666666667,6.66666666666667,7.77777777777778,7.77777777777778,2.22222222222222,3.7037037037037,3.33333333333333,2.59259259259259,4.07407407407407,3.7037037037037,0,0.37037037037037,100,4.07407407407407,3.7037037037037,2.96296296296296,2.22222222222222,1.48148148148148,3.7037037037037,0.37037037037037,8.14814814814815,7.40740740740741,4.44444444444444,6.66666666666667,6.2962962962963,7.40740740740741,10,7.77777777777778,2.96296296296296,2.59259259259259,2.22222222222222,4.44444444444444,5.55555555555556,2.96296296296296,1.85185185185185,0.740740740740741
27.3457982477799,1.72177248226762,0.607684405506219,0.506403671255183,0.506403671255183,0.30384220275311,0.101280734251037,0.405122937004146,2.32945688777384,3.34226423028421,1.72177248226762,2.43073762202488,1.82305321651866,1.82305321651866,2.12689541927177,2.12689541927177,0.607684405506219,1.01280734251037,0.911526608259329,0.708965139757256,1.1140880767614,1.01280734251037,0,0.101280734251037,27.3457982477799,1.1140880767614,1.01280734251037,0.810245874008292,0.607684405506219,0.405122937004146,1.01280734251037,0.101280734251037,2.2281761535228,2.02561468502073,1.21536881101244,1.82305321651866,1.72177248226762,2.02561468502073,2.73457982477799,2.12689541927177,0.810245874008292,0.708965139757256,0.607684405506219,1.21536881101244,1.51921101376555,0.810245874008292,0.506403671255183,0.202561468502073,100,6.2962962962963,2.22222222222222,1.85185185185185,1.85185185185185,1.11111111111111,0.37037037037037,1.48148148148148,8.51851851851852,12.2222222222222,6.2962962962963,8.88888888888889,6.66666666666667,6.66666666666667,7.77777777777778,7.77777777777778,2.22222222222222,3.7037037037037,3.33333333333333,2.59259259259259,4.07407407407407,3.7037037037037,0,0.37037037037037,100,4.07407407407407,3.7037037037037,2.96296296296296,2.22222222222222,1.48148148148148,3.7037037037037,0.37037037037037,8.14814814814815,7.40740740740741,4.44444444444444,6.66666666666667,6.2962962962963,7.40740740740741,10,7.77777777777778,2.96296296296296,2.59259259259259,2.22222222222222,4.44444444444444,5.55555555555556,2.96296296296296,1.85185185185185,0.740740740740741
796.723479860505,85.0954305588323,93.4100680823004,75.699619200414,46.7130269498123,23.155315532321,13.2296357335714,16.5390849643961,40.8593115700886,78.5770159086175,73.9376804279593,62.1006901130713,41.8727337449438,44.21270178763,30.7538184201553,21.8541129348011,7.92083396580144,4.56358629366845,4.95206281328502,10.606173085346,7.25195822987825,7.46444451359174,3.06246778896073,2.89170724105944,757.629436937694,92.6975214147617,91.2571462419412,61.0954833512221,33.269531500943,21.6507107123162,13.023824685232,15.0021484955515,56.5857404861613,68.185205361566,79.9838023610408,51.7404155739157,39.2521640110337,35.9321151831723,25.1945406136519,12.0338602424734,5.03564423584591,12.3344949201441,6.00073418191311,12.9316930023387,9.73556629280162,5.3077141748293,4.63434078127074,4.74503911356809,100,10.6806731205827,11.724277047622,9.50136667412737,5.86314174624188,2.90631770214368,1.66050531558173,2.07588773049488,5.1284181529635,9.86252042206352,9.28021858234989,7.79450984975919,5.25561688633491,5.54931577959407,3.86003666234863,2.74299847904915,0.994176043009083,0.572794251584937,0.62155351743268,1.33122386291452,0.910222732628385,0.936892749150389,0.384382770983092,0.362949921039824,100,12.2352058797294,12.0450898279241,8.06403241117021,4.39126700718191,2.85769132728362,1.7190230540505,1.98014329487903,7.46878853003369,8.99980941041146,10.5571138687974,6.82925095717614,5.18091854636605,4.74270315161042,3.32544373084118,1.58835700617888,0.664657943624758,1.62803797196682,0.7920407905701,1.70686253356364,1.28500369945397,0.700568631055685,0.611689640783039,0.626300785347957
2689.34823170441,269.099815274853,105.551570708325,119.194038039073,78.0807576527541,89.4957592095949,69.410006648072,75.3591248742276,257.808663866016,401.301161522337,239.433010894957,223.410480430069,188.055307977767,171.235262393577,104.418272174653,79.0717474276672,20.1072352071344,41.7845105542584,17.9698006697799,32.6433825526899,52.702642782901,32.6727562485197,12.766481208529,7.77644338665612,2416.7765270205,252.040403040915,143.156763276256,106.266558389953,83.2466615496339,68.5803877973347,64.0848218539619,65.504606550441,220.838866547194,309.743569868057,224.840356582757,140.589616602581,139.420014972972,108.955192576917,86.113177945714,96.4448378391552,49.6007744794061,43.8343742033141,26.702642782901,50.7707224190956,52.2064092397408,43.9701134656187,18.9900378218729,20.8756172147063,100,10.0061350219532,3.92480116423713,4.43207899348656,2.90333385361811,3.32778619572355,2.58092298460294,2.80213339372818,9.58628789037951,14.9218742590284,8.90301256164261,8.30723510612382,6.99259790014565,6.36716585732202,3.88266089692952,2.94018255038524,0.747662016026506,1.55370398156942,0.668184226123489,1.21380274104561,1.95968086845711,1.21489496463658,0.474705397316215,0.289157175518608,100,10.4287839700115,5.92345885834738,4.39703701198068,3.44453285684067,2.83768015083643,2.6516651886291,2.71041222959898,9.13774459815086,12.8163926786364,9.30331596938961,5.81723692822793,5.76884181943188,4.5082857830981,3.56314193649828,3.99063946380083,2.05235254169553,1.81375372167136,1.10488671519088,2.10076197991247,2.16016700990153,1.81937026340731,0.78575894831636,0.863779376425946
1603.25077598733,37.3252229120341,22.4801841765807,25.4612705952557,23.6349943473761,32.2339195684453,15.0297636964762,28.9270386235638,97.3838853954461,186.459376741909,165.679951378069,180.815077949521,152.324083566866,109.438629742201,128.127254579011,106.356491146607,26.8564500560115,45.6108348987231,25.1357563775339,27.9130593620701,63.7362378713216,53.7536842790596,24.9751606941335,23.5924480291105,1453.2256493943,32.0554940234347,30.9085219286169,24.7887325791057,13.7538062221094,16.5346856475508,15.4717661978421,17.585204145356,80.8597768920898,125.185960664212,96.9206507299916,82.5646383388658,101.206555969979,88.6550546189582,113.821101968906,121.634226624003,46.0640859311251,56.8941614630629,25.7844538201381,43.1382618209963,79.3555532220418,73.1590084839572,85.473356335635,81.4105917663219,100,2.32809635716835,1.40216268803842,1.58810280815713,1.47419197928166,2.01053509851538,0.937455569745195,1.80427410713397,6.07415177051603,11.630081802211,10.3340010096698,11.2780284068891,9.50095180668546,6.82604564309695,7.99171636140992,6.63380256785528,1.67512471899305,2.84489710417478,1.56779942065237,1.74102890078943,3.97543783080791,3.35279328001302,1.55778254208254,1.47153822611323,100,2.20581669727584,2.12689075103371,1.70577312542189,0.946432938879239,1.13779203212126,1.06464995331528,1.21008077119238,5.56415838970307,8.61435116538093,6.66934627601624,5.68147406242648,6.96426986491475,6.100570455518,7.83230753024116,8.36994768669955,3.16978206036513,3.91502596219495,1.77429113165495,2.96844896998454,5.46064909156517,5.03424974053064,5.88163003944089,5.60206130412395
